priority_rank,user_id,priority_score,fraud_events,transaction_count,fraud_rate_pct,fraud_rate_wilson_lower_pct,expected_fraud_events,fraud_excess_z,fraud_types,fraud_type_list,fraud_merchant_countries,fraud_merchant_country_list,fraud_currencies,repeatability_score,conviction_score,abnormality_score,breadth_score,severity_score,severity_only_rank,kyc_states,recorded_fraud_amount_by_currency,selection_rationale
11,3b340c79-cee0-4142-9636-123604859d05,91.10660535117057,195,195,100.0,98.06800991341854,3.1715650060909906,100.11228470775306,4,"BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",3,"GBR, HKG, HUN",1,96.32107023411372,96.32107023411372,97.9933110367893,73.15217391304348,75.58528428093646,74,PASSED,"{""GBP"": 1815500.0}","Priority rank 11: 195 confirmed events across 4 transaction type(s) and 3 merchant country/countries. Strongest signals: excess fraud versus transaction mix (98.0/100), repeatability (96.3/100), conservative fraud-rate conviction (96.3/100). Amount severity is capped at 10% of the score."
12,bd62a87e-b98a-464b-b676-753a584c46cc,90.77257525083613,145,145,100.0,97.41900113946636,3.5087094670200694,70.66875120562649,5,"ATM, BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",5,"ESP, GBR, NLD, THA, USA",1,93.31103678929766,93.31103678929766,93.31103678929766,87.75919732441473,76.2541806020067,72,PASSED,"{""GBP"": 1178033.0}","Priority rank 12: 145 confirmed events across 5 transaction type(s) and 5 merchant country/countries. Strongest signals: repeatability (93.3/100), conservative fraud-rate conviction (93.3/100), excess fraud versus transaction mix (93.3/100). Amount severity is capped at 10% of the score."
13,1ac43c83-6c00-41cb-943c-7279a79ff2aa,90.68478260869566,143,143,100.0,97.38384762900976,4.8524500465412,59.71272293467037,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",5,"GBR, IRL, LUX, MLT, USA",1,92.97658862876254,92.97658862876254,91.63879598662207,76.13712374581941,97.9933110367893,7,PASSED,"{""GBP"": 4831416.0}","Priority rank 13: 143 confirmed events across 4 transaction type(s) and 5 merchant country/countries. Strongest signals: currency/type-normalised amount severity (98.0/100), repeatability (93.0/100), conservative fraud-rate conviction (93.0/100). Amount severity is capped at 10% of the score."
14,aa4d8c5f-7443-492a-8b35-aff13cb7564f,90.11413043478261,198,198,100.0,98.09672535295003,5.143898395907397,81.17901740476591,5,"ATM, BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",1,GBR,1,96.65551839464884,96.65551839464884,95.65217391304348,69.3227424749164,74.24749163879598,78,PASSED,"{""GBP"": 2832811.0}","Priority rank 14: 198 confirmed events across 5 transaction type(s) and 1 merchant country/countries. Strongest signals: repeatability (96.7/100), conservative fraud-rate conviction (96.7/100), excess fraud versus transaction mix (95.7/100). Amount severity is capped at 10% of the score."
15,7e14fe6d-3084-492b-a6ac-7989d37ea887,89.60158862876253,134,134,100.0,97.21303293055217,2.893882375633992,71.16632895717055,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",3,"GBR, IRL, MLT",1,92.3076923076923,92.3076923076923,93.9799331103679,73.15217391304348,90.63545150501672,29,PASSED,"{""GBP"": 3992489.0}","Priority rank 15: 134 confirmed events across 4 transaction type(s) and 3 merchant country/countries. Strongest signals: excess fraud versus transaction mix (94.0/100), repeatability (92.3/100), conservative fraud-rate conviction (92.3/100). Amount severity is capped at 10% of the score."
16,cb788833-8628-4e70-9095-9f3970e216a5,89.47031772575251,226,226,100.0,98.32858803628235,5.31322234098482,91.53092397182525,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",5,"GBR, IRL, LUX, NLD, USA",3,97.65886287625418,97.65886287625418,96.98996655518395,84.54013377926421,36.78929765886287,190,PASSED,"{""EUR"": 17060.0, ""GBP"": 461765.0, ""USD"": 311190.0}","Priority rank 16: 226 confirmed events across 4 transaction type(s) and 5 merchant country/countries. Strongest signals: repeatability (97.7/100), conservative fraud-rate conviction (97.7/100), excess fraud versus transaction mix (97.0/100). Amount severity is capped at 10% of the score."
17,8bf3c156-d094-49bd-86c7-93ad7d4e030f,89.31563545150502,136,136,100.0,97.25289184334275,3.537983943677356,65.91876570342339,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"GBR, USA",3,92.64214046822742,92.64214046822742,92.97658862876254,76.9314381270903,82.2742474916388,54,PASSED,"{""EUR"": 963620.0, ""GBP"": 2672482.0, ""USD"": 0.0}","Priority rank 17: 136 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: excess fraud versus transaction mix (93.0/100), repeatability (92.6/100), conservative fraud-rate conviction (92.6/100). Amount severity is capped at 10% of the score."
18,23aeb3e7-c41a-4337-87a8-89d06969a6a4,89.13336120401337,162,162,100.0,97.6835727585841,5.957818543952509,61.404343740696476,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",3,"BRA, GBR, USA",1,94.31438127090301,94.31438127090301,91.9732441471572,73.15217391304348,78.92976588628763,64,PASSED,"{""GBP"": 5066593.0}","Priority rank 18: 162 confirmed events across 4 transaction type(s) and 3 merchant country/countries. Strongest signals: repeatability (94.3/100), conservative fraud-rate conviction (94.3/100), excess fraud versus transaction mix (92.0/100). Amount severity is capped at 10% of the score."
19,e7990eb5-f39c-477c-899c-a3136c56143e,88.62541806020067,193,193,100.0,98.0483800172321,5.557791205413505,76.15707281723316,5,"ATM, BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",4,"CHE, DNK, GBR, IRL",1,95.9866220735786,95.9866220735786,94.31438127090301,86.8227424749164,39.46488294314381,182,PASSED,"{""GBP"": 916429.0}","Priority rank 19: 193 confirmed events across 5 transaction type(s) and 4 merchant country/countries. Strongest signals: repeatability (96.0/100), conservative fraud-rate conviction (96.0/100), excess fraud versus transaction mix (94.3/100). Amount severity is capped at 10% of the score."
20,3c65dee2-6496-4f8b-8efc-efc73b315129,88.60702341137123,173,173,100.0,97.82766045998227,3.1694860870205637,88.65701422089681,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"GBR, LUX",1,94.98327759197325,94.98327759197325,96.65551839464884,68.52842809364549,67.55852842809364,98,PASSED,"{""GBP"": 1035430.0}","Priority rank 20: 173 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: excess fraud versus transaction mix (96.7/100), repeatability (95.0/100), conservative fraud-rate conviction (95.0/100). Amount severity is capped at 10% of the score."
21,3bab4a49-81d3-4cd2-bb6c-fc2d8baa4eb9,88.45610367892975,112,112,100.0,96.68374746205163,3.0509177833949397,57.816695714244574,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",3,"GBR, GIB, USA",1,91.1371237458194,91.1371237458194,90.63545150501672,73.15217391304348,92.3076923076923,24,PASSED,"{""GBP"": 3842999.0}","Priority rank 21: 112 confirmed events across 4 transaction type(s) and 3 merchant country/countries. Strongest signals: currency/type-normalised amount severity (92.3/100), repeatability (91.1/100), conservative fraud-rate conviction (91.1/100). Amount severity is capped at 10% of the score."
22,5151da7c-4008-43f0-9471-da9bce725db3,88.2621237458194,113,113,100.0,96.71212992632762,3.283414339895331,56.406653064998316,3,"ATM, CARD_PAYMENT, TOPUP",4,"AUT, ESP, GBR, GIB",2,91.63879598662207,91.63879598662207,89.63210702341136,66.89799331103679,98.99665551839465,4,PASSED,"{""EUR"": 1939926.0, ""GBP"": 2263325.0}","Priority rank 22: 113 confirmed events across 3 transaction type(s) and 4 merchant country/countries. Strongest signals: currency/type-normalised amount severity (99.0/100), repeatability (91.6/100), conservative fraud-rate conviction (91.6/100). Amount severity is capped at 10% of the score."
23,c0b5c82a-a924-4391-b661-614894d89f4a,86.82148829431438,112,112,100.0,96.68374746205163,3.2426943261428285,56.21681808222889,5,"ATM, BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",3,"BRA, GBR, NLD",1,91.1371237458194,91.1371237458194,89.29765886287625,84.7742474916388,61.20401337792642,117,PASSED,"{""GBP"": 329163.0}","Priority rank 23: 112 confirmed events across 5 transaction type(s) and 3 merchant country/countries. Strongest signals: repeatability (91.1/100), conservative fraud-rate conviction (91.1/100), excess fraud versus transaction mix (89.3/100). Amount severity is capped at 10% of the score."
24,cd124b45-d494-4bb7-ad50-3b94093aa363,86.32441471571904,100,100,100.0,96.3005192523998,3.885104339409355,45.89873678001445,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"BRA, GBR",1,89.79933110367892,89.79933110367892,86.2876254180602,68.52842809364549,93.9799331103679,19,PASSED,"{""GBP"": 4146927.0}","Priority rank 24: 100 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: currency/type-normalised amount severity (94.0/100), repeatability (89.8/100), conservative fraud-rate conviction (89.8/100). Amount severity is capped at 10% of the score."
25,9d50677d-f779-4528-bed8-5d41f9dbf12a,85.86496655518394,161,161,100.0,97.66952031526023,3.2966126496586408,80.93621237160662,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"GBR, LTU",2,93.9799331103679,93.9799331103679,95.31772575250837,75.77759197324414,37.45819397993311,188,PASSED,"{""EUR"": 356562.0, ""GBP"": 367877.0}","Priority rank 25: 161 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: excess fraud versus transaction mix (95.3/100), repeatability (94.0/100), conservative fraud-rate conviction (94.0/100). Amount severity is capped at 10% of the score."
26,e3b7d429-5000-4cb1-9125-925688a5d884,85.85200668896323,118,118,100.0,96.84705387979146,2.8920585711815243,62.49907875039733,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",5,"GBR, IRL, ITA, LUX, USA",1,91.9732441471572,91.9732441471572,92.3076923076923,76.13712374581941,53.84615384615385,139,PENDING,"{""GBP"": 1049349.0}","Priority rank 26: 118 confirmed events across 4 transaction type(s) and 5 merchant country/countries. Strongest signals: excess fraud versus transaction mix (92.3/100), repeatability (92.0/100), conservative fraud-rate conviction (92.0/100). Amount severity is capped at 10% of the score."
27,0bed6203-0ed0-4e40-8f9c-e52ed7dedb6a,84.96362876254179,96,96,100.0,96.15230525151841,3.7475290823556393,44.76203543546808,5,"ATM, BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",1,GBR,1,88.62876254180601,88.62876254180601,84.94983277591973,69.3227424749164,88.2943143812709,36,PASSED,"{""GBP"": 5388587.0}","Priority rank 27: 96 confirmed events across 5 transaction type(s) and 1 merchant country/countries. Strongest signals: repeatability (88.6/100), conservative fraud-rate conviction (88.6/100), currency/type-normalised amount severity (88.3/100). Amount severity is capped at 10% of the score."
28,bdab8e60-3375-40b7-98ae-d47ef2ef6bf7,84.88670568561872,85,85,100.0,95.67589957857581,2.8887972285100387,44.60459722978786,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"GBR, NLD",2,86.12040133779264,86.12040133779264,84.2809364548495,75.77759197324414,92.97658862876254,22,PASSED,"{""GBP"": 5882763.0, ""USD"": 0.0}","Priority rank 28: 85 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: currency/type-normalised amount severity (93.0/100), repeatability (86.1/100), conservative fraud-rate conviction (86.1/100). Amount severity is capped at 10% of the score."
29,eab966ce-5539-4a89-8be5-67b1e359203d,84.83361204013379,192,192,100.0,98.03841471883398,5.329334999065656,77.31549978851471,3,"CARD_PAYMENT, P2P, TOPUP",4,"AUT, ESP, GBR, USA",1,95.65217391304348,95.65217391304348,94.64882943143813,59.64882943143812,43.47826086956522,170,PENDING,"{""GBP"": 1024497.0}","Priority rank 29: 192 confirmed events across 3 transaction type(s) and 4 merchant country/countries. Strongest signals: repeatability (95.7/100), conservative fraud-rate conviction (95.7/100), excess fraud versus transaction mix (94.6/100). Amount severity is capped at 10% of the score."
30,562fc22b-7766-4f6c-b69f-15d57565a00a,84.65384615384615,87,87,100.0,95.77110046498521,3.078668125966099,44.36205491675198,5,"ATM, BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",4,"AUT, GBR, NLD, USA",1,87.123745819398,87.123745819398,83.94648829431438,86.8227424749164,69.23076923076923,93,PASSED,"{""GBP"": 2466180.0}","Priority rank 30: 87 confirmed events across 5 transaction type(s) and 4 merchant country/countries. Strongest signals: repeatability (87.1/100), conservative fraud-rate conviction (87.1/100), attack breadth (86.8/100). Amount severity is capped at 10% of the score."
31,c9f032a6-8383-4a96-aeaa-18aa3f57dcde,84.4933110367893,158,158,100.0,97.62632104477463,3.45029925995431,77.7594481442605,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"GBR, HKG",1,93.64548494983278,93.64548494983278,94.98327759197325,68.52842809364549,37.12374581939799,189,PASSED,"{""GBP"": 488174.0}","Priority rank 31: 158 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: excess fraud versus transaction mix (95.0/100), repeatability (93.6/100), conservative fraud-rate conviction (93.6/100). Amount severity is capped at 10% of the score."
32,9fa08d28-fdf0-49d5-a92c-7fb78512a8ab,84.1316889632107,72,72,100.0,94.93470601886035,2.6781626896286057,38.8849909586352,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",4,"ESP, GBR, NLD, USA",2,83.11036789297658,83.11036789297658,80.93645484949833,82.44983277591973,98.66220735785953,5,PASSED,"{""EUR"": 179658.0, ""GBP"": 4988219.0}","Priority rank 32: 72 confirmed events across 4 transaction type(s) and 4 merchant country/countries. Strongest signals: currency/type-normalised amount severity (98.7/100), repeatability (83.1/100), conservative fraud-rate conviction (83.1/100). Amount severity is capped at 10% of the score."
33,96fc0ed1-a485-4c8c-8278-13bf27b97647,83.68645484949833,78,78,100.0,95.30605462258802,2.7675132514783845,41.6194885063925,5,"ATM, BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",2,"GBR, NLD",1,84.44816053511705,84.44816053511705,82.6086956521739,80.15050167224081,86.95652173913044,40,PASSED,"{""GBP"": 2081643.0}","Priority rank 33: 78 confirmed events across 5 transaction type(s) and 2 merchant country/countries. Strongest signals: currency/type-normalised amount severity (87.0/100), repeatability (84.4/100), conservative fraud-rate conviction (84.4/100). Amount severity is capped at 10% of the score."
34,4032167e-c809-4610-a310-036445285227,83.53804347826087,98,98,100.0,96.22786759045421,2.311489395560126,57.06785773831932,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",1,GBR,1,88.96321070234113,88.96321070234113,89.96655518394648,57.70066889632107,79.59866220735786,62,PASSED,"{""GBP"": 2448349.0}","Priority rank 34: 98 confirmed events across 4 transaction type(s) and 1 merchant country/countries. Strongest signals: excess fraud versus transaction mix (90.0/100), repeatability (89.0/100), conservative fraud-rate conviction (89.0/100). Amount severity is capped at 10% of the score."
35,a0a68c2a-9656-462f-9b03-0d0cbd60e107,83.4314381270903,92,92,100.0,95.99171967079013,4.030474786267471,41.32952263800213,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"GBR, LTU",1,88.12709030100334,88.12709030100334,81.93979933110369,68.52842809364549,82.94314381270902,52,PASSED,"{""GBP"": 4282817.0}","Priority rank 35: 92 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: repeatability (88.1/100), conservative fraud-rate conviction (88.1/100), currency/type-normalised amount severity (82.9/100). Amount severity is capped at 10% of the score."
36,e663f40d-47f5-4a55-b872-2ccc0512e785,83.42307692307692,105,105,100.0,96.47046717431569,2.471006371302927,59.48327929239092,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"GBR, GIB",1,90.3010033444816,90.3010033444816,91.30434782608695,68.52842809364549,52.17391304347826,144,PASSED,"{""GBP"": 568561.0}","Priority rank 36: 105 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: excess fraud versus transaction mix (91.3/100), repeatability (90.3/100), conservative fraud-rate conviction (90.3/100). Amount severity is capped at 10% of the score."
37,96425222-107d-47c7-8b1b-8dc3fc624a2a,83.36663879598662,87,87,100.0,95.77110046498521,2.3565776192101704,50.08067804927912,5,"ATM, BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",4,"GBR, IRL, MLT, NLD",2,87.123745819398,87.123745819398,87.29096989966555,94.07190635451505,38.79598662207358,184,PASSED,"{""EUR"": 112.0, ""GBP"": 649958.0}","Priority rank 37: 87 confirmed events across 5 transaction type(s) and 4 merchant country/countries. Strongest signals: attack breadth (94.1/100), excess fraud versus transaction mix (87.3/100), repeatability (87.1/100). Amount severity is capped at 10% of the score."
38,772621e4-7985-472f-88ad-9c2b41f483a6,83.15551839464882,100,100,100.0,96.3005192523998,4.049090063678113,44.986979001301414,4,"BANK_TRANSFER, CARD_PAYMENT, P2P, TOPUP",3,"DEU, GBR, NLD",2,89.79933110367892,89.79933110367892,85.28428093645485,80.40133779264214,46.48829431438127,161,PASSED,"{""EUR"": 523471.0, ""GBP"": 1424559.0}","Priority rank 38: 100 confirmed events across 4 transaction type(s) and 3 merchant country/countries. Strongest signals: repeatability (89.8/100), conservative fraud-rate conviction (89.8/100), excess fraud versus transaction mix (85.3/100). Amount severity is capped at 10% of the score."
39,4e9eab11-8a7d-4a9b-8a58-72a388b48b19,83.15342809364549,109,109,100.0,96.59558177126165,2.892799877603554,57.60573642348588,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",1,GBR,1,90.63545150501672,90.63545150501672,90.3010033444816,57.70066889632107,65.88628762541806,103,PASSED,"{""GBP"": 1812920.0}","Priority rank 39: 109 confirmed events across 4 transaction type(s) and 1 merchant country/countries. Strongest signals: repeatability (90.6/100), conservative fraud-rate conviction (90.6/100), excess fraud versus transaction mix (90.3/100). Amount severity is capped at 10% of the score."
40,943a8456-f3c0-415f-a7c1-211ba5c439ae,82.82065217391303,85,85,100.0,95.67589957857581,2.819870041158458,45.10308852540455,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",3,"DEU, GBR, NLD",1,86.12040133779264,86.12040133779264,85.61872909698997,73.15217391304348,73.57859531772574,80,PASSED,"{""GBP"": 1704690.0}","Priority rank 40: 85 confirmed events across 4 transaction type(s) and 3 merchant country/countries. Strongest signals: repeatability (86.1/100), conservative fraud-rate conviction (86.1/100), excess fraud versus transaction mix (85.6/100). Amount severity is capped at 10% of the score."
41,354538c6-f0c0-474a-b5de-34aaedcae63a,82.31939799331104,79,79,100.0,95.36271631644004,1.5780158926578465,53.70810935491476,3,"ATM, CARD_PAYMENT, TOPUP",2,"GBR, IND",1,85.11705685618729,85.11705685618729,88.96321070234113,52.97658862876254,97.65886287625418,8,PASSED,"{""GBP"": 1436115.0}","Priority rank 41: 79 confirmed events across 3 transaction type(s) and 2 merchant country/countries. Strongest signals: currency/type-normalised amount severity (97.7/100), excess fraud versus transaction mix (89.0/100), repeatability (85.1/100). Amount severity is capped at 10% of the score."
42,20a39f14-80ba-4feb-a4ef-fb66a51f7d75,82.05183946488295,89,89,100.0,95.86219970358115,4.442199143369841,38.03588791628974,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"GBR, IRL",1,87.62541806020067,87.62541806020067,80.2675585284281,68.52842809364549,75.25083612040135,75,PASSED,"{""GBP"": 4024912.0}","Priority rank 42: 89 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: repeatability (87.6/100), conservative fraud-rate conviction (87.6/100), excess fraud versus transaction mix (80.3/100). Amount severity is capped at 10% of the score."
43,1206fe8d-e1fb-4965-acf5-07b9e3b84462,81.95150501672241,81,81,100.0,95.4720325877871,1.691376896797675,53.574961881608374,4,"ATM, BANK_TRANSFER, CARD_PAYMENT, TOPUP",2,"GBR, GIB",1,85.61872909698997,85.61872909698997,88.62876254180601,68.52842809364549,68.56187290969899,95,PASSED,"{""GBP"": 641552.0}","Priority rank 43: 81 confirmed events across 4 transaction type(s) and 2 merchant country/countries. Strongest signals: excess fraud versus transaction mix (88.6/100), repeatability (85.6/100), conservative fraud-rate conviction (85.6/100). Amount severity is capped at 10% of the score."
44,ab9befc4-4126-49f4-9bd5-3845624dd1b3,81.82399665551841,164,164,100.0,97.71117529861488,4.577145435846264,70.7523353165728,3,"BANK_TRANSFER, CARD_PAYMENT, TOPUP",1,GBR,1,94.64882943143813,94.64882943143813,93.64548494983278,42.14882943143812,47.15719063545151,159,PASSED,"{""GBP"": 380086.0}","Priority rank 44: 164 confirmed events across 3 transaction type(s) and 1 merchant country/countries. Strongest signals: repeatability (94.6/100), conservative fraud-rate conviction (94.6/100), excess fraud versus transaction mix (93.6/100). Amount severity is capped at 10% of the score."
